162 12 4620 322
163 3 30271 492
164 30 73908 149
165 199 72535 123
166 1 28381 84
167 2 34045 25
168 5 10352 280
169 8 36721 389
170 2 79373 246
171 4 51405 345
172 5 24926 160
173 9 31100 277
174 71714 76948 56
175 2 64965 195
176 7 8808 14
177 3 88951 50
178 26638302 68705 46
179 17 68417 161
180 2345055 66579 123
181 124 36681 305
182 1362528 81737 453
183 729 36703 188
184 138 15149 203
185 6413 67710 21
186 13 16344 177
187 40 12074 144
188 2 88778 134
189 422 1039 164
190 11 51138 101
191 2 61116 26
192 484313 39446 226
193 3 55436 380
194 597 85513 74
195 7187 71607 184
196 420 59705 442
197 2 30442 158
198 1 67719 13
199 1 69953 36
200 8245 56796 85
201 479 46492 129
202 401 89798 246
203 2 29224 311
204 6 31981 272
205 283 92879 61
206 5 81820 7
207 4719 13935 25
208 1 73573 52
209 1 12677 172
210 1 8406 174
211 29 73226 100
212 2 99061 103
213 2747532 22750 416
214 2 15031 46
215 1047 70987 65
216 2560 96432 181
217 268 25479 87
218 7 78228 133
219 6 38099 137
220 3794 66648 90
221 23 60901 112
222 492 23465 36
223 4 59623 229
224 1 88653 111
225 27 43972 227
226 2 36594 326
227 1 5222 64
228 8 26814 181
229 10 12077 39
230 1 59818 350
231 7947543 13434 78
232 4 88105 253
233 281 19237 99
234 352 43650 315
235 648 27229 93
236 9 17039 325
237 130337 7540 195
238 816716 72787 84
239 108363 40452 273
240 39 87848 15
241 1 13488 66
242 10 37473 127
243 2 87236 44
244 1 64585 90
245 3 53545 361
246 4 74165 390
247 3 45487 700
248 2 24714 109
250 7 41066 207
251 875 9308 356
252 1 15606 213
253 23 11140 197
254 198445 88602 280
255 1 69846 69
256 1 18324 227
257 85 43979 201
258 1 71669 241
259 443501 99899 73
260 87 9840 54
261 4 55447 159
262 4 77658 82
263 310 65613 93
264 211 69581 22
265 1 84348 324
266 1 79404 2
267 11 8004 162
268 579 69259 264
269 14831 24928 23
270 16846 16153 324
271 13748 2084 60
272 5 89701 153
273 2 98414 483
274 34411 17588 244
275 1 4362 62
276 46 2463 42
277 1018 31318 317
278 1 83183 11
279 536 54391 276
280 1 73293 422
281 18 68282 28
282 2 95163 55
283 1 12741 53
284 2 40056 118
285 5 58821 134
286 1 62830 138
287 5 74834 135
288 62 1341 94
289 3 17420 543
290 45 8012 493
291 711 94226 240
292 32699 94711 520
293 5282 93516 425
294 29 57166 98
295 2 21859 75
296 3 39036 114
297 51 33707 127
298 49 55616 453
299 20 57508 209
300 5 98558 260
301 4 18063 106
302 4010 29447 346
303 1 94730 144
304 459 88661 14
305 1 14623 175
306 2705 38303 32
307 25 882 215
308 488 19163 152
309 297 46564 90
310 1 82800 308
311 164 73585 114
312 482 21166 181
313 1 30388 51
314 195 67337 53
315 4 54880 13
316 3 84260 61
317 18 28682 68
318 4 53723 158
319 76 86046 311
320 320158 32982 471
321 23 97191 328
322 6984 96000 204
323 31 68535 438
324 9903 81260 284
325 84 2449 249
326 11886959 79284 175
327 26974 73191 397
328 1 13418 114
329 288976733 61884 178
330 1 26938 172
331 4 84767 189
332 12777 31619 464
333 1 83720 690
334 169 75850 293
335 3 74554 199
336 11138 93519 290
337 1 60673 49
338 2 70158 215
339 191 48196 304
340 10 45827 523
341 2 70977 463
342 1 74429 38
343 1 53797 431
344 3 81069 254
345 1555 10328 456
346 3 20021 546
347 157884 94795 302
348 33581 12269 299
349 1 35171 442
350 685336 76143 298
351 1 39088 234
352 758 61077 23
353 2 12173 104
354 1877 99951 103
355 2 57133 12
356 130 42369 325
357 51858 10788 438
358 1 1425 24
359 2 88355 71
360 411 47340 151
361 2 53682 150
362 2490 65570 28
363 45 56267 304
364 54 32739 198
365 3 58882 86
366 254 42934 188
367 3 53422 76
368 2 78044 296
369 21 1855 161
370 1 90588 183
371 7 91368 158
372 2 38034 397
373 283 71029 124
374 1 6575 10
375 1 98147 167
376 847 16275 488
377 2 47264 124
378 10011884 17907 580
379 3 29377 71
380 4 66909 31
381 13 40963 224
382 15 34872 77
383 257831 55358 285
384 36 27348 15
385 34 6106 46
386 246 94218 198
387 89 34545 97
388 1 80043 61
389 1072 95910 435
390 19 68039 174
391 4029308 74709 192
392 1298 50020 63
393 32 52948 188
394 2 98144 66
395 288064 41546 160
396 4 13818 136
397 1 80798 358
398 1 45684 97
399 1 78923 68
400 30 57228 292
401 2 34150 386
402 21 45789 114
403 1 32908 110
404 61 15022 421
405 4 26051 75
406 7648 2304 124
407 5 22743 194
408 524 39149 343
409 8 12077 219
410 15 84944 607
411 12 25456 613
412 42 98302 352
413 1 7709 216
414 4 47515 567
415 6 81771 3
416 16 41950 124
417 6 10007 482
418 2 25996 143
419 4 28477 345
420 95 38236 390
421 1382 63028 68
422 906 71436 122
423 1 70242 293
424 10 26221 56
425 1 50794 169
426 14 39997 326
427 11 39241 432
428 1 30590 208
429 3 736 0
430 439441 27464 7
431 1 31184 131
432 7 55648 409
433 2 5935 221
434 1 70545 489
435 2852 18764 128
436 1 99571 60
437 2 96742 84
438 56 31568 241
439 1580981 50505 76
440 443 49787 297
441 1681 2444 121
442 13 86194 52
443 1 28136 334
444 688 45723 54
445 10 90901 419
446 207 28397 457
447 1 59404 317
448 5 85422 283
449 1 2819 162
450 3637 50563 97
451 6 35896 31
452 732 69465 603
453 6490 45293 273
454 540 43647 127
455 40 41538 165
456 9 5402 25
457 335 81047 167
458 5 61161 375
459 2 2062 133
460 1 27094 18
461 14 47473 0
462 313529389 56812 31
463 137 71994 95
464 9 99595 618
465 46 64086 346
466 15 7744 62
467 10 70208 151
468 2 75865 106
469 2 2326 721
470 4 26118 642
471 742 71119 135
472 5 77868 329
473 171 69360 209
474 70 56876 149
476 37 29207 306
477 12 49573 148
478 37 9610 470
479 92467 97166 411
480 4128 75637 55
481 100 59068 284
482 19789 18824 104
483 5 88676 271
484 1 71725 141
485 2 91446 110
486 6095 53711 130
487 24277 50978 38
488 1 17162 45
489 36 14018 412
490 171 42191 143
491 993 54458 14
492 1359 5380 194
493 2 79857 124
494 6702 38228 108
495 110 29771 185
496 3039906 6564 42
497 2 15118 412
498 25753 1158 134
499 1 2797 53
500 340391 40604 153
501 3 10140 510
502 1 30341 163
503 95 46829 332
504 14865 66827 29
505 1 59324 324
506 2 52072 230
507 24 36880 436
508 8386 76387 236
509 8 28013 455
510 31310 60598 203
511 33262 15937 316
512 1 6929 130
513 18739 66732 36
514 59155109 57190 94
515 124 16322 221
516 5 29176 39
517 1 21795 10
518 4096915 65099 85
519 442 434 29
520 1 72996 125
521 1 57112 118
522 276 49648 40
523 1458 510 220
524 1 77888 513
525 1325 19351 69
526 5 81988 125
527 127 35416 51
528 1 92747 247
529 14 73242 66
530 28 84351 16
531 155 48829 24
532 2 30089 61
533 60989 73409 450
534 35 68834 231
535 21 32305 256
536 44 43832 472
537 1615 112 136
538 2 32330 263
539 3 6834 378
540 36 5234 245
541 1 20394 162
542 220 25469 414
543 18 79083 512
544 1 96251 235
545 1 36236 104
546 11 55861 17
547 3206 23524 135
548 19 41274 553
549 1007336965 19337 59
550 119 3831 111
551 16 13499 20
552 1 29122 326
553 3 56566 71
554 2 25711 4
555 2 77347 268
556 38 83036 160
557 2 86822 141
558 11 31603 12
559 2 92640 143
560 5 57969 360
561 2938 88787 388
562 7 97627 335
563 584 42132 168
564 77 69180 22
565 4028849 79692 392
566 1 42501 540
567 1 17851 47
568 96 60676 327
569 294 30870 475
570 20 26003 0
571 1 75907 33
572 1 82057 155
573 9 68276 540
574 61 72509 313
575 1 24575 251
576 237 26482 173
577 9 72053 266
578 1 61033 145
579 1 68130 1
580 46 93581 156
581 2031 36066 180
582 77 55632 183
583 41 49239 231
584 1811 23983 256
585 58 71379 83
586 109 73679 388
587 83 15379 329
588 1 93970 252
589 49767 38169 458
590 627189 29329 228
591 4887 44016 259
592 1 17371 373
593 47 54028 322
594 26980296 28902 82
595 25 86207 267
596 8 91423 236
597 118291 13331 38
598 59 16452 155
599 23 17863 82
600 2239 46197 728
601 11 7593 180
602 1 25842 511
603 760 1573 15
604 1 67443 177
605 1 60472 345
606 9 33247 21
607 70 74157 125
608 59 90362 217
609 1 27145 258
610 1 45676 99
611 3 17609 210
612 2177 5194 199
613 133 22573 131
614 1 61364 70
615 3 73138 79
616 3 96410 162
617 329107 50728 133
618 9 75378 109
619 11 27435 188
620 3 52386 161
621 91654 69063 242
622 3 23069 206
624 1 73675 175
625 4 13903 320
626 10 27157 204
627 1163149 73662 197
628 4 57853 278
629 2 57142 240
630 2 79691 152
631 718299183 46228 337
632 27 72222 300
633 24641 36389 487
634 1 68712 275
635 5 23809 1
636 21 95646 147
637 14 67703 405
638 2 35631 24
639 116 64673 63
640 9 5663 270
641 9515 11614 497
642 20 22467 227
643 191 62200 108
644 2 49171 193
645 62 53803 44
646 1 75885 54
647 4 32323 75
648 1 46566 263
649 4 22143 155
650 1 51738 5
651 21 56154 101
652 32516 19077 201
653 86 44433 204
654 187 47656 380
655 1 13667 43
656 12 18869 12
657 25 38047 105
658 1 52771 80
659 1 92003 170
660 2 2095 178
661 13 26776 515
662 1 46081 421
663 674766 73522 327
664 601228 48960 35
665 77 47160 249
666 605872 61161 85
667 6596297 50669 13
668 92 51981 85
669 415602 79956 311
670 713 48299 178
671 7423 67094 101
672 81 3792 17
673 2 91116 131
674 7802250 31166 26
675 25 8615 222
676 8 97815 428
677 111 86876 152
678 5 24674 208
679 430075 14017 331
680 2 11091 49
681 28 46282 226
682 3918 53058 560
683 1 35754 121
684 6 50240 204
685 9905086 70813 376
686 1 49048 66
687 10 27135 253
688 11765407 49065 216
689 8 84360 70
690 73 63454 252
691 113 41780 186
692 1 47533 244
693 2 98810 173
694 158 59681 25
695 4027348 57249 286
696 5529 43462 292
697 79135 3819 94
698 29471440 11870 128
699 1270 94398 212
700 2 42699 56
701 12 26954 430
702 1 74113 403
703 12 6917 339
704 3 68684 254
705 17662 6752 14
706 31185562 37955 78
707 155 48302 362
708 1 95464 546
710 8 19856 298
711 1 58973 425
712 1 37162 150
713 2 18382 416
714 64 23370 224
715 2372 15689 272
716 5 99231 21
717 1 93547 83
718 1 37580 17
719 23 72368 98
720 4 90158 107
721 1275 27419 128
722 713 36844 4
723 51 64635 314
724 5 46798 266
725 4 91027 199
726 11 14766 12
727 439 29070 153
728 5 1055 87
729 25 26009 201
730 9 6822 414
731 2 41418 491
732 8 5425 20
733 5 67731 117
734 27 85878 303
735 2 75323 614
736 17 84342 97
737 30 74150 141
738 323 62302 316
739 37 59467 97
740 11177 30717 360
741 6 859 11
742 16061 54765 217
743 12 88268 100
744 670373 46608 154
745 900100 70124 32
746 79504 59657 263
747 266 77983 113
748 87 42466 262
749 111 99375 450
750 4 85180 131
751 252 73938 123
752 116 8827 249
753 2988 43178 86
754 53558 77761 59
755 7597 22275 406
756 2 43579 324
757 1309 10837 189
758 66 95172 335
759 47 62289 5
760 47 14955 43
761 4 17430 192
762 120 65782 268
763 1 61980 60
764 17 73955 128
765 2 49666 327
766 6612114 77245 202
767 45 3449 92
768 2 1244 158
769 342 94804 13
770 11 86330 162
771 3 58791 715
772 9159 46664 61
773 6 86747 72
774 107 89621 218
775 14 9200 341
776 8 91539 114
777 1 9454 100
778 8 66830 506
779 356 86232 71
780 33 51298 323
781 76 28131 619
782 68 1694 49
783 2593 44734 398
784 5 82139 115
785 3128567 19990 172
786 7 22508 150
787 38228 66682 141
788 204737 38025 156
789 71 73358 181
790 88 37326 105
791 1 1219 64
792 81 22945 240
793 1 370 68
794 45 57578 10
795 1 22815 199
796 28 14138 141
797 2 69078 56
798 471207441 92217 642
799 2 76751 152
800 9 5016 287
801 85993 40473 74
802 11338 6845 72
803 18 97270 239
804 1 87707 53
805 4 77236 284
806 9 85802 265
807 189021 52520 4
808 1 26849 271
809 2 8046 71
810 411 58863 42
811 1 89104 119
812 45 49508 160
813 1 70400 80
814 76 29190 57
815 8483 55655 97
816 1 1227 19
817 84 63592 99
818 385 30162 314
819 2 58618 135
820 14 36855 337
821 18 29580 316
822 4312 1128 128
823 33645736 50253 155
824 103 68113 475
825 1 53162 118
826 1 43460 633
827 51 84627 265
828 1 17064 283
829 1 6695 30
830 14 35671 326
831 2 43048 554
832 2 38611 228
833 56 11271 326
834 26 17464 97
835 918 4988 253
836 73699 29222 299
837 3 17348 93
838 12 96401 204
839 41 62366 145
840 3024 3863 394
841 5 66924 186
842 2 35832 259
843 1 73830 401
844 1072 80131 27
845 741 33199 256
846 15 93543 470
847 50 88644 343
848 6 53731 295
849 2 80653 291
850 5017 41422 45
851 5 72269 159
852 88 36735 327
853 5 76614 266
854 1 79202 186
855 51318 50272 123
856 4 67656 218
857 52100997 63982 326
858 27 33172 199
859 1 79635 151
860 3 17865 73
861 24 39137 283
862 6 15112 19
863 18 31956 146
864 1 34628 45
865 7 53699 21
866 10 37338 100
867 4 37089 217
868 9 75672 225
869 2 11367 165
870 1 41500 43
871 35 3260 102
872 34 37340 36
873 957120 6612 42
874 1 99161 373
875 1 29834 270
876 3944 64231 334
877 1 14677 211
878 6 60212 12
879 36017 25213 53
880 89307 79555 302
881 2 37583 78
882 1 74380 172
883 4 71069 229
884 3 45856 193
885 54 56327 290
886 21464 12508 419
887 1 58401 141
888 2 87096 173
889 16 65837 414
890 4128 27176 227
891 3 60745 92
892 40000 93573 42
893 1 4640 391
894 144 82761 251
895 1106 88633 367
896 83072 18161 129
897 1347 96085 5
898 600 4685 514
899 2380 68034 178
900 1 25361 200
901 51 52839 288
902 77 19745 130
903 3 82546 4
904 249 32668 49
905 742 19856 365
906 20 29221 24
907 162 10337 152
908 16 69145 262
909 8 79256 6
910 28730 21756 69
912 5 14522 108
913 1 82040 139
914 54 60672 160
915 1 92354 101
916 1748446931 77102 229
917 28 32684 290
918 12 11086 63
919 1 26919 111
920 33546 57482 377
921 23631 57058 73
922 79 90597 11
923 92557 36059 192
924 1 47192 414
925 4474 24675 513
926 48912 27591 115
927 6 75061 491
928 671604 51330 173
929 26431 58734 148
930 2 61588 83
931 320036602 34732 5
932 6208 32080 85
933 1 71979 438
934 106684 3290 325
935 23365 11936 10
936 3096 64204 261
937 3 41782 193
938 2 95453 292
939 2 46289 114
940 25 64511 135
941 24 51391 34
942 3 3794 149
943 1 20292 246
944 15037 77858 226
945 1 14772 559
946 65 67032 7
947 99 11440 162
948 3 95686 32
949 1 46823 298
950 1 65105 304
951 2 47018 263
952 8 57572 132
953 3 7999 304
954 4 24379 87
955 11 93738 155
956 7 74921 18
957 6 83876 154
958 3 65342 161
959 60 72048 135
960 1 44370 359
961 29 82362 153
962 1454 7984 70
963 30 79244 296
964 7 80290 234
965 48 93556 151
966 2 11581 276
967 467 61752 395
968 62 16499 210
969 1 29908 35
970 1 39455 149
971 9 33431 391
972 42 87631 458
973 40 52786 155
974 359379 8146 233
975 1 29964 70
976 8227 47257 157
977 1664397 58885 354
978 32754435 60883 116
979 838 82675 7
980 1 5561 226
981 3 73012 177
982 15 63145 166
983 55 86722 368
984 10 31993 54
985 2 55758 110
986 19 53098 547
987 357501 26474 302
988 51706 77877 52
989 11170 69221 272
990 126 65713 238
991 1 92109 16
992 1 65267 138
993 109 49696 423
994 1 90142 304
995 6 51100 22
996 116977238 35195 238
997 23 37054 161
998 19 35707 287
999 20 5683 245
1000 250 41770 188
1001 3 88011 155
1002 10545631 88596 63
1003 13 73973 62
1004 6 5782 357
1005 10 84666 5
1006 7260 50424 304
1007 42983 32639 198
1008 1507777656 64403 391
1009 10469 9164 278
1010 91 95228 23
1011 2309 9971 303
1012 1 36218 239
1014 35 31626 231
1015 3 95696 125
1016 390 36665 501
1017 229 53457 37
1018 3 52957 107
1019 814505596 57879 130
1020 132 65677 101
1021 457 8465 126
1022 182 65213 345
1023 2085 1833 32
1024 340 29140 518
1025 1 56759 220
1026 26 83650 197
1027 4 97783 267
1028 15 74054 144
1029 24 37060 411
1030 1 56583 205
1031 1 73496 7
1032 2 9760 78
1033 210 82656 26
1034 216 23031 138
1035 74 32293 58
1036 42 1098 238
1037 2 52907 209
1038 258 4542 506
1039 2 16789 256
1040 181172 99834 206
1041 10 66427 42
1042 29581 49142 138
1043 397 56450 132
1044 20 93893 54
1045 1 26660 79
1046 4 11128 162
1047 2 33316 336
1048 1019 629 160
1049 11945852 15383 108
1050 69 97261 19
1051 6 31420 81
1052 3 1762 448
1053 1 62262 84
1054 81141 64757 72
1055 1 42165 69
1056 55 34748 517
1057 12 24755 424
1058 1 39596 110
1059 2 93110 119
1060 129389 93738 291
1061 773 9254 396
1062 2 37460 211
1063 121697 30498 438
1064 1 54046 178
1065 46 64952 488
1066 2 34684 160
1067 2 13087 333
1068 438 68775 163
1069 2 68469 250
1070 2 87577 126
1071 23 9294 93
1072 12 87150 33
1073 2 97019 66
1074 5 54236 66
1075 1660 50270 89
1076 9 77756 28
1077 32 86746 32
1078 3 72516 144
1079 1 70301 109
1080 32 37252 99
1081 81157 4126 389
1082 3 55861 32
1083 1 85623 213
1084 2 97919 347
1085 4 9244 465
1086 2 41922 65
1087 6753 76773 297
1088 1 84212 81
1089 4 70457 691
1090 194290 37702 37
1091 5 60334 80
1092 2 10059 234
1093 34 94665 262
1094 956 44181 209
1095 24 48009 390
1096 6 95117 12
1097 1 5474 436
1098 9065 32142 159
1099 6 66114 71
1100 1 17399 68
1101 2 74937 186
1102 213 42279 112
1103 149 54204 48
1104 4 77783 219
1105 2 68872 79
1106 2 23329 0
1107 88 50243 33
1108 4 3733 129
1109 1479 90741 273
1110 2 88670 86
1111 7230 59246 384
1112 1 83576 92
1113 478 69217 12
1114 53 35828 533
1115 2 4075 216
1116 283175213 35813 78
1117 1 72506 318
1118 2 23104 79
1119 9231241 35678 271
1120 1 38151 330
1121 3 56877 27
1122 13246066 5487 10
1123 1639 11561 323
1124 267 94940 126
1125 28 21140 1
1126 2 63523 270
1127 4 57969 66
1128 102 23777 17
1129 10 49613 368
1130 8014 74154 48
1131 274 54908 83
1132 25140 74265 226
1133 36 81024 113
1134 3 28155 54
1135 6 64259 657
1136 8317311 59245 77
1137 575056 82196 46
1138 29 66695 178
1139 1608 77703 437
1140 136261 22309 353
1141 25 81549 28
1142 123 92067 168
1143 16 97702 61
1144 94 64962 173
1145 23 96806 366
1146 1 18354 428
1147 21 81472 43
1148 114 52009 129
1149 157 59177 110
1150 1541 20222 197
1151 187464746 60987 56
1152 621 52694 246
1153 18 36450 18
1154 1 50231 57
1155 669 7940 452
1156 7 41807 207
1157 102 19927 27
1158 591506 13869 168
1159 2 67163 55
1160 5 57430 308
1161 24 52102 199
1162 349 88045 119
1163 4 82241 285
1164 1 75831 116
1165 7 78215 226
1166 347 18278 41
1167 1 2441 48
1168 2 33390 203
1169 15 48868 22
1170 29 25758 259
1171 10 97156 5
1172 396 98104 76
1173 636703 50502 311
1174 8 56506 93
1175 1 55346 82
1176 2 90158 231
1177 2 93368 58
1178 263 19480 407
1179 1 51301 303
1180 295 42052 250
1181 1 53811 342
1182 1690 17829 123
1183 946 19314 187
1184 1260 76234 169
1185 3543 93566 74
1186 18863 28221 196
1187 3036 15170 176
1188 24 45962 242
1189 1 71318 66
1190 20 18224 180
1191 15 22137 119
1192 15 95354 68
1193 2 34274 286
1194 188 41788 370
1195 19 61598 93
1196 2 81770 48
1197 319 3920 299
1198 1 40067 75
1199 3 92954 9
1200 127 90793 273
1201 512 4485 128
1202 828488 37308 83
1203 151 52435 469
1204 153 21484 25
1205 63 10500 163
1206 1 40054 209
1207 8 47303 250
1208 7 16225 192
1209 3 49885 288
1210 1 26959 182
1211 3 51032 82
1212 9 19585 103
1213 2 88472 360
1214 549 29517 105
1215 1 10136 91
1216 26 66430 225
1217 1622 53106 75
1218 1 4674 253
1219 8 28690 89
1220 609821 21669 162
1221 3 67385 180
1222 4 35556 103
1223 2 67081 429
1224 41 82633 330
1225 20 32657 78
1226 243420 36102 37
1227 31 56386 50
1228 4 98743 749
1229 286 71418 82
1230 83059 49677 146
1231 25 21314 57
1232 2 12039 232
1233 1 49229 39
1234 1 49772 141
1235 30213 23682 67
1236 828163 77406 11
1237 22 25093 211
1238 60 33709 205
1239 32242325 73259 144
1240 29310 33201 117
1241 4 27572 287
1242 34 76054 80
1243 2 40512 463
1244 24 43076 170
1245 363 9741 239
1246 16 99693 203
1247 660 97523 41
1248 96 96607 206
1249 1178 2960 55
1250 163 50059 214
1251 2 31023 78
1252 4 55112 94
1253 171 83160 175
1254 13 30389 34
1255 23 23024 315
1256 1 79375 207
1257 31603 63105 196
1258 1 99340 147
1259 176 87331 87
1260 182 23734 273
1261 7 70843 294
1262 13 24228 102
1263 17 31614 82
1264 34 67397 338
1265 99 87165 145
1266 2 8565 140
1267 22 99438 357
1268 90 31870 404
1269 1 64106 198
1270 13 50191 4
1271 2 40372 37
1272 520 68363 427
1273 42 86529 113
1274 2312 12888 54
1275 1117 54052 361
1276 3894 87725 592
1277 8 94318 64
1278 92 24585 80
1279 1 55080 24
1280 5 96903 37
1281 511 50892 22
1282 3 12280 10
1283 25 33792 157
1284 1 13125 297
1285 128 59425 236
1286 1 75141 215
1287 5 90374 217
1288 2 64483 213
1289 2 66352 30
1290 1207840 49499 111
1291 1 86823 32
1292 1 89775 384
1293 1 46856 39
1294 2 31333 526
1295 15 8323 261
1296 10 98744 49
1297 2 39593 662
1298 128 83689 237
1299 13 19321 268
1300 35 90582 329
1301 10 65937 347
1302 75 80474 364
1303 69 81382 75
1304 26700626 71607 300
1305 33249968 59832 251
1306 2149 84128 313
1307 61 62912 19
1308 1 28902 71
1309 3 88203 15
1310 18 38126 2
1311 304 89595 125
1312 4 42019 152
1313 6 47433 47
1315 46 77103 218
1316 242 62323 295
1317 1 23085 197
1318 4 85981 205
1319 235 37116 102
1320 1 60126 601
1321 252 81680 447
1322 42 4225 36
1323 1 26033 17
1324 1 96022 385
1325 1 88304 79
1326 342763 29645 185
1327 5393 58503 195
1328 1 30980 267
1329 1 62350 545
1330 1 4646 65
1331 3 41394 152
1332 30 13526 54
1333 2 94807 120
1334 141 28105 32
1335 19 174 7
1336 2 258 137
1337 311 8215 122
1338 9 10666 243
1339 13 23151 70
1340 33825 10697 407
1341 43 80901 509
1342 1 52247 388
1343 43 64322 198
1344 1 69910 170
1345 1205 94210 195
1346 36 54837 752
1347 1 25853 43
1348 29 97418 152
1349 1 45595 57
1351 3 36874 373
1352 2 41393 913
1353 19 83106 411
1354 1461 93247 116
1355 4110 25937 170
1356 1 3710 176
1357 28 4429 102
1358 2 74066 381
1359 1 57999 10
1360 23759 99603 248
1361 9761192 94694 177
1362 5 77391 184
1363 45 32518 188
1364 1 29393 62
1365 2 15715 149
1366 53 74909 57
1367 13 43807 267
1368 189 8475 219
1369 5510 43128 116
1370 221 36979 115
1371 691784 56013 27
1372 7 45931 236
1373 2 85792 215
1374 82597 59611 40
1375 2 55725 195
1376 26 55173 175
1377 1509669644 48912 64
1378 2 25933 161
1379 14 29458 224
1380 19 85445 27
1381 41 99252 30
1382 37 95065 270
1383 13 68530 35
1384 4 87439 319
1385 1 59019 325
1386 7991 6466 107
1387 18 67604 46
1388 324 42817 275
1389 94 45674 129
1390 9213154 85217 98
1391 1 75070 235
1392 16 23734 89
1393 465 54730 61
1394 140722 91401 25
1395 40730726 78547 233
1396 2 17570 402
1397 351024 18984 76
1398 19139 48817 369
1399 111 9576 417
1400 211 36724 468
1401 1 28835 8
1402 2059 55925 145
1403 14606 79746 548
1404 1 79927 197
1405 2 13575 78
1406 4 11942 305
1407 3784 78101 282
1408 7 79035 286
1409 1 40016 268
1410 1 52662 213
1411 2 74495 200
1412 664655 12074 214
1413 7 43157 29
1414 1 64079 246
1415 194856 80244 158
1416 29 21308 470
1417 3198 9014 137
1418 1 72445 227
1419 40 11632 462
1420 1 62696 59
1421 86513 29628 58
1422 2 50719 152
1423 4 21118 62
1424 1 75645 270
1425 134 3082 176
1426 29 40358 236
1427 5029 84656 208
1428 41 59371 77
1429 19 81178 168
1430 2 46700 163
1431 99 32074 66
1432 2264 16238 43
1433 10506812 79747 196
1434 6 22597 108
1435 1 12429 651
1436 1 54715 47
1437 1 76165 363
1438 1 25490 331
1439 56826 9111 129
1440 1 21798 436
1441 1 86743 156
1442 6 11358 169
1443 137 32101 554
1444 480 54570 25
1445 603341 75863 245
1446 220 82205 323
1447 2 61461 539
1448 181 87716 70
1449 1 78949 484
1450 5 58093 82
1451 7 85030 5
1452 29362 15907 21
1453 7 96018 164
1454 2 42058 148
1455 8 91409 189
1456 2874 32060 168
1457 54218 91620 11
1458 108 34156 211
1459 62 53266 76
1460 497407 72207 79
1461 15 4525 118
1462 58 99403 20
1463 220 61487 78
1464 61 79417 27
1465 14462 39612 351
1466 4 4755 119
1467 1 60390 10
1468 8 71720 86
1469 1 82384 15
1470 1 20176 357
1471 458 44307 195
1472 661 9018 133
